3D7D4CFFF18E7696A12E55999D7A2FF3	2013-04-22 12:25:29	2013-04-22 12:35:40	2	610	0.8	-73.964699	40.755787	-73.969971	40.763809
3D7D4CFFF18E7696A12E55999D7A2FF3	2013-04-15 13:19:09	2013-04-15 13:21:02	1	113	0.2	-73.987846	40.749569	-73.984695	40.754215
3D7D4CFFF18E7696A12E55999D7A2FF3	2013-04-21 16:48:09	2013-04-21 17:02:31	1	862	1.8	-73.996605	40.731911	-74.01059	40.718769
3D7D4CFFF18E7696A12E55999D7A2FF3	2013-04-15 07:34:11	2013-04-15 07:50:08	1	956	3.2	-73.957413	40.774067	-73.996155	40.763943
3D7D4CFFF18E7696A12E55999D7A2FF3	2013-04-22 06:48:24	2013-04-22 06:58:47	1	622	3.3	-74.005295	40.720661	-73.975235	40.75819
3D7D4CFFF18E7696A12E55999D7A2FF3	2013-04-22 07:40:29	2013-04-22 07:58:51	3	1102	2.5	-73.955055	40.769268	-73.953476	40.788395
3D7D4CFFF18E7696A12E55999D7A2FF3	2013-04-22 10:06:07	2013-04-22 10:29:44	1	1416	8.2	-73.986176	40.722435	-73.944008	40.807232
3D7D4CFFF18E7696A12E55999D7A2FF3	2013-04-22 12:39:19	2013-04-22 12:44:14	2	294	0.5	-73.973785	40.763737	-73.969627	40.766132
3D7D4CFFF18E7696A12E55999D7A2FF3	2013-04-15 11:36:38	2013-04-15 11:44:38	1	480	1.2	-73.954651	40.783932	-73.962677	40.768745
3D7D4CFFF18E7696A12E55999D7A2FF3	2013-04-21 13:25:25	2013-04-21 13:52:26	2	1621	5.7	-73.952805	40.775833	-74.008072	40.739166
3D7D4CFFF18E7696A12E55999D7A2FF3	2013-04-21 12:37:05	2013-04-21 12:48:50	1	705	1.4	-73.974365	40.751701	-73.995285	40.759697
3D7D4CFFF18E7696A12E55999D7A2FF3	2013-04-21 14:30:26	2013-04-21 14:38:18	2	471	1.7	-73.974854	40.787506	-73.952118	40.784176
3D7D4CFFF18E7696A12E55999D7A2FF3	2013-04-15 06:30:45	2013-04-15 06:52:55	1	1330	11.6	-73.986038	40.767376	-73.86467	40.770283
3D7D4CFFF18E7696A12E55999D7A2FF3	2013-04-22 14:48:36	2013-04-22 15:01:19	1	763	2.5	-73.970291	40.764744	-73.994713	40.734325
3D7D4CFFF18E7696A12E55999D7A2FF3	2013-09-22 10:21:31	2013-09-22 10:26:52	3	320	1.1	-73.998108	40.740433	-73.988144	40.749786
3D7D4CFFF18E7696A12E55999D7A2FF3	2013-09-22 10:54:11	2013-09-22 11:04:52	2	640	1.9	-73.948166	40.782883	-73.969376	40.765991
3D7D4CFFF18E7696A12E55999D7A2FF3	2013-09-22 15:52:52	2013-09-22 15:52:52	3	0	0.0	-74.005264	40.740604	0.0	0.0
3D7D4CFFF18E7696A12E55999D7A2FF3	2013-09-20 11:14:22	2013-09-20 11:24:45	1	622	1.0	-73.976379	40.751789	-73.971237	40.7617
3D7D4CFFF18E7696A12E55999D7A2FF3	2013-09-20 05:37:53	2013-09-20 05:44:58	1	425	2.3	-73.999733	40.738579	-73.972603	40.751209
3D7D4CFFF18E7696A12E55999D7A2FF3	2013-09-17 10:29:28	2013-09-17 10:48:19	3	1131	3.1	-73.971436	40.797466	-73.973427	40.763474
3D7D4CFFF18E7696A12E55999D7A2FF3	2013-09-20 15:28:18	2013-09-20 15:30:50	1	151	0.8	-73.978317	40.783226	-73.9701	40.794415
3D7D4CFFF18E7696A12E55999D7A2FF3	2013-09-20 06:45:12	2013-09-20 06:48:38	1	206	0.7	-73.99025	40.756691	-73.980972	40.760067
3D7D4CFFF18E7696A12E55999D7A2FF3	2013-09-22 14:12:40	2013-09-22 14:38:32	2	1551	4.0	-74.009872	40.747536	-73.962036	40.757973
3D7D4CFFF18E7696A12E55999D7A2FF3	2013-09-19 11:25:31	2013-09-19 11:42:32	1	1020	1.6	-73.957726	40.768593	-73.980804	40.770138
3D7D4CFFF18E7696A12E55999D7A2FF3	2013-09-17 08:05:08	2013-09-17 08:11:48	1	400	0.9	-73.962425	40.767345	-73.97242	40.759403
3D7D4CFFF18E7696A12E55999D7A2FF3	2013-09-20 09:16:47	2013-09-20 09:25:01	1	493	1.3	-73.969666	40.763264	-73.956673	40.780785
3D7D4CFFF18E7696A12E55999D7A2FF3	2013-09-20 10:05:46	2013-09-20 10:12:31	1	405	0.7	-73.998894	40.73402	-73.996407	40.726955
3D7D4CFFF18E7696A12E55999D7A2FF3	2013-09-17 13:21:27	2013-09-17 13:30:06	1	519	0.6	-73.981514	40.758614	-73.98101	40.765778
3D7D4CFFF18E7696A12E55999D7A2FF3	2013-09-20 12:11:19	2013-09-20 12:32:17	1	1258	1.5	-73.975174	40.760658	-73.998177	40.761143
3D7D4CFFF18E7696A12E55999D7A2FF3	2013-09-20 05:27:46	2013-09-20 05:32:05	2	258	1.6	-74.000999	40.731522	-73.998268	40.750366
3D7D4CFFF18E7696A12E55999D7A2FF3	2013-09-18 16:48:55	2013-09-18 17:01:02	1	726	2.5	-73.972664	40.764671	-73.997581	40.736767
3D7D4CFFF18E7696A12E55999D7A2FF3	2013-09-22 16:28:17	2013-09-22 16:36:18	2	480	0.7	-73.984154	40.759777	-73.991127	40.750107
3D7D4CFFF18E7696A12E55999D7A2FF3	2013-09-22 13:15:31	2013-09-22 13:25:24	2	593	1.6	-73.969398	40.800396	-73.980972	40.780041
